abrir_archivos,,
leer_funcion,Autor: Claudio Gimenez,Ayuda: Recibe un archivo y devuelve una lista de lineas de codigo        y una lista de comentarios,luego lo uso para validar si es una multilinea, agrego a lista la linea de codigo,print(linea/ end = ""),si es una multinea la linea pasa a ser comentario, agrego linea a comentario, agrego la ultima '''  """, comentado multi pasa a False,linea = '' , agrego a la lista el comentario,print(comentarios) , leo otra linea
leer_linea,Autor: Claudio Gimenez,Ayuda: Lee una linea del archivo que recibe como parametro/          devuele linea/ comentarios o si es un comentario multlinea        y forma de coementar si es multilinea
leer_linea_archivo,Autor: Francisco Pereira,Ayuda: como mezcla.leer_archivos se usa mucho de una forma especial aca    decidi armar una funcion que lo haga/ para que solamente aparezca una vez    la forma rara de llamar a esa funcion en todo el codigo
lista_a_string,Autor: Francisco Pereira,Ayuda: Le ingresan dos listas/ separa los campos por comas
listar_funciones,,,for i in range(0,2):,print(funciones[numero] /sep="\t"/ end="|"),columnas=reuti_codigo.generar_texto_encolumnado(40/funciones[numero]),texto=columnas[0],funciones = reuti_codigo.armar_diccionario(funciones),return lista_funciones
main_ordenamiento,Autor: Francisco Pereira,Ayuda: Ordena los archivos de python en archivos csv/ uno para codigo/ otro para comentarios    devuelve las rutas a los archivos que tienen las rutas a todos los archivos ordenados
main_prueba,
main_reuti,
main_sep,,,print(leer_archivo(ruta))
manejar_archivos,AUTOR: Francisco Pereira,AYUDA:    Pre --> Ingresa el archivo con las rutas    durante --> lee la cantidad de lineas en las rutas    Post --> Devuelve dos archivos txt con las rutas de los archivos a ordenar
mezclar_archivos,,
nombre_funcion,Autor: Francisco Pereira,Ayuda: Pre --> Ingresa una linea donde se declara una funcion           Post --> Devuelve el nombre de la funcion
nombre_modulo,Autor: Francisco,Ayuda:    Pre --> Ingresa una linea donde se encuentra la ruta a un archivo de python    Post --> Devuelve el nombre del archivo de python
ordenar_funciones,Autor: Francisco Pereira,Ayuda: Pre --> Ingresa el archivo a ordenar y los archivos en los que se van a ordenar           Post --> Salen ordenadas las funciones por orden alfabetico en el archivo de salida,Escribo la funcion minima en los dos archivos
procesar_codigo,Autor: Francisco Pereira,Ayuda:    Pre ---> Ingresa la lista que posee el codigo de una funcion de python    Post ---> Devuelve la lista/ habiendo reemplazado las comas que pudiesen haber aparecido     
procesar_comas,Autor: Francisco Pereira,Ayuda: Saca todas las comas que puedan aparecen en comentarios    y en el codigo y las cambia por /
procesar_comentarios,Autor: Francisco Pereira,Ayuda:    pre --> Ingresa la lista que contiene los comentarios de una funcion    Post --> Devuelve los comentarios formateados segun el formato pedido    
procesar_entrada,Autor: Francisco,Ayuda: Pre --> Ingresan los archivos de python/ donde va el codigo y donde van los comentarios           Durante --> Ordena el archivo de codigo y lo reparte en los otros dos           Post --> Cierra los archivos de codigo y comentarios,Mod_false esta para guardar un string vacio que no sirve
procesar_funcion,Autor: Francisco Pereira,Ayuda: Procesa el codigo y comentario de una fucion    devolviendolo en el formato correrspondiente para    fuente_unico y comentarios
procesar_multilinea,Autor: Francisco Pereira,Ayuda:     pre --> Ingresa el comentario multilinea del principio    Post --> Devuelve el autor y ayuda si estan/ si no es multilinea    devuelve dos campos vacios y el comentario    si no/ devuelve dos campos vacios
recorrer_archivo,Autor: Francisco Pereira,Ayuda: Pre ---> Ingresa el archivo de entrada           Post ---> Devuelve el nombre maximo y el texto de esa funcion
revisar_llamadas,Autor: Francisco Pereira,Ayuda:    Pre --> Ingresa el diccionario con el nombre de las funciones/ el nombre de funcion actual    y una linea de codigo de esta funcion    Post --> Actualiza el valor de llamadas que hace la funcion en la linea    de codigo que se pasa como parametro,Evito que solamente identifique,a las funciones de un modulo que se llaman fuera de el
separar_campo,Autor: Francisco Pereira,Ayuda:     Pre --> Ingresa el comentario multilinea    Post --> Devuelve el string que le sigue al campo hasta 
validar_nombre_funcion,
validar_opcion,,,':,todo':
